Date,AAPL-Open,AMZN-Open,GOOGL-Open,META-Open,NFLX-Open,AAPL-High,AMZN-High,GOOGL-High,META-High,NFLX-High,AAPL-Low,AMZN-Low,GOOGL-Low,META-Low,NFLX-Low,AAPL-Close,AMZN-Close,GOOGL-Close,META-Close,NFLX-Close,^IXIC-Close,AAPL-Volume,AMZN-Volume,GOOGL-Volume,META-Volume,NFLX-Volume,META-SMA_50,META-EMA_20,META-RSI,META-MACD,META-MACD_signal,META-ATR,AAPL-SMA_50,AAPL-EMA_20,AAPL-RSI,AAPL-MACD,AAPL-MACD_signal,AAPL-ATR,AMZN-SMA_50,AMZN-EMA_20,AMZN-RSI,AMZN-MACD,AMZN-MACD_signal,AMZN-ATR,NFLX-SMA_50,NFLX-EMA_20,NFLX-RSI,NFLX-MACD,NFLX-MACD_signal,NFLX-ATR,GOOGL-SMA_50,GOOGL-EMA_20,GOOGL-RSI,GOOGL-MACD,GOOGL-MACD_signal,GOOGL-ATR
2015-03-16,27.665836019503484,18.518999099731445,27.74592012014751,77.66332905922252,61.547142028808594,27.904796600341797,18.69700050354004,28.085688048561384,77.82272384125191,61.547142028808594,27.440276259847035,18.336000442504883,27.466432862726016,77.06561382733537,59.619998931884766,27.904796600341797,18.667499542236328,27.98056983947754,77.77291107177734,60.281429290771484,4929.509765625,143497200,47082000,36856000,19305400,26796000,77.05724639892578,77.95043743863668,48.716531309745946,0.3230391120893188,0.5881925248902513,1.6443102536541674,26.67791259765625,27.57714993191702,57.51029105052835,0.2731500228255186,0.5526418229698131,0.6207797801339846,17.34762990951538,18.1984489549109,60.61110134190856,0.35528819977664483,0.5739255514812894,0.4311649147120936,60.711142959594724,63.12053914072315,54.036856526672096,0.38974716385511954,1.748560320183723,1.7848037141298059,26.75206195831299,27.444716049432216,54.59035753005315,0.38420712988342487,0.5131120073617242,0.5356912956707105
2015-03-17,28.116950508345568,18.555500030517578,27.813672287392357,78.06181165861464,59.71285629272461,28.43407535150905,18.725000381469727,27.930748182206532,79.47640620629696,60.69428634643555,28.061118597766587,18.48200035095215,27.620374671369948,78.04188350985187,59.38428497314453,28.371543884277344,18.59600067138672,27.779796600341797,79.0580062866211,59.788570404052734,4937.43017578125,204092400,40740000,28892000,22170000,18428200,77.07537734985351,78.02189349334536,51.26636767689688,0.3528652738023652,0.5411270746726741,1.646283083016349,26.758934783935548,27.628401154649943,59.33644000918814,0.27834703700473895,0.4977828657767983,0.6177297458350937,17.411029930114747,18.22409745274805,60.01433452652339,0.31614029758752693,0.5223685007025369,0.42489275190560977,60.90994293212891,62.90557341577667,53.231134912583464,0.018618599935606994,1.4025719761340998,1.7689769694351796,26.780020599365233,27.466334149490898,53.43583949087415,0.3407068456147222,0.4786309750123238,0.5298414247519398
2015-03-18,28.362610800519274,18.49850082397461,27.785774610177377,78.94842506899552,59.73857116699219,28.84499932962246,18.79949951171875,28.2231900411765,80.93085027070241,60.650001525878906,28.221914998124866,18.334999084472656,27.5750383715239,78.8687276738611,59.29999923706055,28.690902709960938,18.756999969482422,28.205753326416016,80.60211181640625,60.44571304321289,4982.830078125,261083600,53082000,35324000,36912400,14634900,77.14949432373047,78.18835919160735,54.10288373762794,0.49538860203558954,0.5319793801452571,1.6601444001438475,26.860047035217285,27.69694964208936,60.53694381082201,0.3047226434731378,0.45917082131606624,0.6179082320238437,17.483979930877684,18.2584782602793,60.91084794759595,0.2947093746653664,0.47683667549510284,0.4262130077502926,61.1726286315918,62.74687274657901,54.17361216331291,-0.2199421851957979,1.0780691438681202,1.7550111467479523,26.826551971435546,27.514038612518323,55.50129147227041,0.33672218115240327,0.4502492162403397,0.533785099581962
2015-03-19,28.753446709875966,18.693500518798828,28.124047312262363,80.81130240510184,60.459999084472656,28.86511058059393,18.855499267578125,28.24560638889872,82.68414537135928,61.211429595947266,28.451954599708554,18.609500885009766,28.00448181740596,80.69175632626629,60.255714416503906,28.474287033081055,18.66200065612793,28.081701278686523,82.43509674072266,60.744285583496094,4992.3798828125,183238000,38314000,24660000,42099500,11449900,77.28099182128906,78.4623422592922,57.16459685435924,0.7476277437360181,0.5751090528634093,1.6742073719708201,26.9567826461792,27.74710044150818,59.30835033462935,0.30463478664202626,0.42826361438125826,0.6110831569858949,17.561929950714113,18.284511963237275,60.088485135507575,0.2669819613429141,0.4348657326646651,0.42020585357756146,61.45748573303223,62.61767357476721,54.60359289975347,-0.38052456708304305,0.7863504016778876,1.7283679478377993,26.883375930786134,27.55066201033563,54.769372833291854,0.31986711337982854,0.42417279566823746,0.5240297486456552
2015-03-20,28.641772559358838,18.81450080871582,28.23315305675095,83.07266618937534,61.33714294433594,28.6752703454672,18.9685001373291,28.252581452183758,84.27806073032222,61.78571319580078,27.95169090384917,18.79599952697754,28.12205600694061,82.75388422483039,60.895713806152344,28.116952896118164,18.92449951171875,28.145469665527344,83.48110961914062,61.18571472167969,5026.419921875,274780400,75272000,44320000,44466300,13641600,77.43340957641601,78.78613370186306,58.787560577275165,1.0201736513952255,0.6641219725697726,1.679832592558445,27.03974250793457,27.770961890192694,57.32305588896401,0.2725890441631549,0.3971287003376376,0.6148330331402995,17.641999950408934,18.325801482494143,61.571522854751684,0.2631557546406249,0.40052373705985705,0.4164156411650151,61.74634284973145,62.52528913263253,55.245838573652925,-0.4667867918167161,0.5357229629789668,1.7054699366533623,26.942959938049317,27.58903669776735,55.0843522217927,0.3081033035238896,0.4009588972393679,0.5122580961407078
2015-03-23,28.38941670651046,18.903499603271484,28.197781274364225,83.6006574466846,60.88999938964844,28.552444966857443,19.088499069213867,28.37912501074445,84.63670084730772,61.15571212768555,28.25541872876409,18.746999740600586,28.051312868428173,82.98302159657099,60.33000183105469,28.409515380859375,18.75550079345703,28.16639518737793,84.10871887207031,60.71428680419922,5010.97021484375,150838800,44786000,30234000,27357300,7664300,77.55793411254882,79.12952629348933,59.73448384361182,1.2721465547648307,0.7857268890087842,1.678960814497721,27.110134773254394,27.812158889590545,58.499654103562136,0.26771387098483856,0.37124573446707776,0.6088550010602655,17.7166499710083,18.353524018685295,60.08457335245209,0.243677709133447,0.36915453147457505,0.413918430746624,62.005028610229495,62.4084502727336,54.3956381077386,-0.5666584337652836,0.3152466836301167,1.6771447017857501,27.001208724975587,27.626285632580938,55.19028146397629,0.2970447670205765,0.3801760711956096,0.5061098976798935
2015-03-24,28.41398553559149,18.699499130249023,28.324322082828658,84.3876439498709,61.13571548461914,28.594878733147056,18.761999130249023,28.988912704860034,85.74246921865067,63.09857177734375,28.264354673684,18.613500595092773,28.301902364303913,84.19836454309146,61.11857223510742,28.29338836669922,18.704500198364258,28.77269744873047,84.98535919189453,62.611427307128906,4994.72998046875,131369200,44564000,79156000,32576500,16888900,77.70875778198243,79.50732196435419,61.028353652225896,1.5249952475359407,0.9335805607142155,1.6774537989004756,27.17767063140869,27.843205952629816,57.844811149317444,0.2515797270974858,0.34731253299315934,0.5995773030070252,17.793809967041014,18.37616764318071,59.634967042240184,0.22157175467873103,0.33963797611540625,0.4050711008936115,62.316428604125974,62.42154556527524,57.14142573489076,-0.4871089571805669,0.15477555546798,1.7007160441643763,27.077751274108888,27.700247685235748,58.14872343310847,0.33336153827806214,0.3708131646121001,0.5166568183399671
2015-03-25,28.25988303562225,18.758499145507812,28.774193168026592,85.17463792118316,62.68428421020508,28.3224145094313,19.024999618530273,28.898741678091305,85.19455846893544,62.691429138183594,27.554166793823242,18.51449966430664,28.247602462768555,82.60445404052734,60.244285583496094,27.554166793823242,18.54800033569336,28.247602462768555,82.60445404052734,60.25,4876.52001953125,206620800,68590000,53070000,37436100,21652400,77.83228576660156,79.70713693701052,55.974833212419576,1.5157874563212062,1.0500219398356136,1.7078754865507297,27.242701263427733,27.824558264964875,53.87358715004744,0.1771027683569173,0.3132705800659109,0.6051996500937263,17.873359966278077,18.38725362334282,58.25128314586956,0.18924292092218664,0.30955896507676234,0.40858539600461224,62.6104857635498,62.281445851386515,53.03010473113295,-0.6076087369813905,0.002298696978105899,1.7255969611818138,27.14743869781494,27.735560896689478,54.9012542026823,0.31612793809505035,0.3598761193086902,0.52113956490606
2015-03-26,27.415703290541437,18.47949981689453,28.130524378132606,82.4052173431692,59.628570556640625,27.88915682669982,18.56999969482422,28.257066460341708,83.451217097912,60.4471435546875,27.379970048040168,18.282499313354492,27.81466994363428,81.8274226593904,59.38999938964844,27.746227264404297,18.36750030517578,28.0802059173584,82.6941146850586,59.75143051147461,4863.35986328125,190291600,58600000,49842000,32794800,16039100,77.96298645019532,79.89984517882007,56.11639553617195,1.4984518598469663,1.1397079238378842,1.705072784949759,27.307257537841796,27.819504652025483,54.709297246925814,0.1320546727705505,0.27702739860683884,0.601999221045924,17.94596996307373,18.38597921571914,56.6821183675231,0.14735858524916168,0.2771188891112422,0.4045492288534494,62.88040008544922,62.11821905526317,52.20964842722269,-0.734865005289123,-0.1451340434753399,1.7033152013103887,27.20905532836914,27.75779605931328,53.90838271431234,0.28566966153039886,0.3450348277530319,0.5185147966327722
2015-03-27,27.819929421229148,18.355499267578125,27.990033621953806,83.0627067630975,59.33000183105469,27.848961406650208,18.65850067138672,28.10163049504094,83.63053740672706,59.84714126586914,27.449206353212908,18.328500747680664,27.74591961933051,82.56460944060272,58.57285690307617,27.525136947631836,18.527999877929688,27.77680778503418,82.98301696777344,59.25285720825195,4891.22021484375,158184800,52196000,34552000,18372600,15852200,78.10285232543946,80.0987594877848,56.58175792741071,1.4908398012891553,1.2099342993281383,1.6837679576555782,27.369260749816895,27.800513187225892,53.55384600678384,0.07761884984473255,0.23714568885441759,0.5952577487923031,18.023259963989258,18.39514183908756,57.729536111190626,0.12566730714668495,0.24682857271833075,0.4020642520152029,63.13905723571777,61.933357000617285,51.3871891312644,-0.8659649091458306,-0.28930021660943805,1.689014173359808,27.26048889160156,27.759022622263014,52.140412653546605,0.2343481447028246,0.32289749114299043,0.5130879992686941
